Entry Number,File Name,SMILES,Ered,HOMO,Gsol,Absorption Wavelength
148,BTZ-Neutral-wb97xd-1148,CCOCN(C(C)=O)c1c(SC)c(C)c(OC)c2nsnc12,1.77609245,-8.1640884,-0.83213622,350.21
149,BTZ-Neutral-wb97xd-1149,CCOCN(C(C)=O)c1c(SC)c(C)c(OC(F)(F)F)c2nsnc12,2.02892777,-8.2571466,-0.75532239,340.32
150,BTZ-Neutral-wb97xd-1150,CCOCN(C(C)=O)c1c(SC)c(C)c(SC)c2nsnc12,1.88430662,-8.0206917,-0.73028919,371.67
151,BTZ-Neutral-wb97xd-1151,CCOCN(C(C)=O)c1c(SC)c(C)c(SC(F)(F)F)c2nsnc12,2.13782219,-8.3248995,-0.66509403,351.51
152,BTZ-Neutral-wb97xd-1152,CCOCN(C(C)=O)c1c(SC)c(C)c(Br)c2nsnc12,2.03534933,-8.4468003,-0.740112,333.84
153,BTZ-Neutral-wb97xd-1153,CCOCN(C(C)=O)c1c(SC)c(C)c(N(C)C)c2nsnc12,1.89617018,-7.6087323,-0.71853447,413.14
154,BTZ-Neutral-wb97xd-1154,CCOCN(C(C)=O)c1c(SC)c(C)c([N+](=O)[O-])c2nsnc12,2.27126003,-8.5061181,-0.85273419,348.89
155,BTZ-Neutral-wb97xd-1155,CCOCN(C(C)=O)c1c(SC)c(C)c(S(=O)(=O)N(C)C)c2nsnc12,2.18802464,-8.5186347,-1.0361568,338.04
156,BTZ-Neutral-wb97xd-1156,CCOCN(C(C)=O)c1c(SC)c(C(F)(F)F)c(C)c2nsnc12,2.12685656,-8.1251781,-0.69162378,355.71
157,BTZ-Neutral-wb97xd-1157,CCOCN(C(C)=O)c1c(SC)c(C(F)(F)F)c(C(F)(F)F)c2nsnc12,2.48662718,-8.4884316,-0.66645453,370.52
158,BTZ-Neutral-wb97xd-1158,CCOCN(C(C)=O)c1c(SC)c(C(F)(F)F)c(C#N)c2nsnc12,2.59301828,-8.6876088,-0.72658863,359.1
159,BTZ-Neutral-wb97xd-1159,CCOCN(C(C)=O)c1c(SC)c(C(F)(F)F)c(OC)c2nsnc12,2.11142849,-8.4361884,-0.64550283,340.26
160,BTZ-Neutral-wb97xd-1160,CCOCN(C(C)=O)c1c(SC)c(C(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.35493078,-8.6612151,-0.7169835,331.98
161,BTZ-Neutral-wb97xd-1161,CCOCN(C(C)=O)c1c(SC)c(C(F)(F)F)c(SC)c2nsnc12,2.23213205,-8.1855843,-0.68446755,382.89
162,BTZ-Neutral-wb97xd-1162,CCOCN(C(C)=O)c1c(SC)c(C(F)(F)F)c(SC(F)(F)F)c2nsnc12,2.48502179,-8.5444842,-0.61818399,358.98
163,BTZ-Neutral-wb97xd-1163,CCOCN(C(C)=O)c1c(SC)c(C(F)(F)F)c(Br)c2nsnc12,2.30695955,-8.4555075,-0.68033163,353.92
164,BTZ-Neutral-wb97xd-1164,CCOCN(C(C)=O)c1c(SC)c(C(F)(F)F)c(N(C)C)c2nsnc12,1.95039971,-7.616079,-0.84715614,410.2
165,BTZ-Neutral-wb97xd-1165,CCOCN(C(C)=O)c1c(SC)c(C(F)(F)F)c([N+](=O)[O-])c2nsnc12,2.70180386,-8.7080163,-0.70484784,351.49
166,BTZ-Neutral-wb97xd-1166,CCOCN(C(C)=O)c1c(SC)c(C(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,2.49108962,-8.6008089,-0.95058135,353.16
167,BTZ-Neutral-wb97xd-1167,CCOCN(C(C)=O)c1c(SC)c(C#N)c(C)c2nsnc12,2.14778105,-8.5387701,-0.83730612,334.05
168,BTZ-Neutral-wb97xd-1168,CCOCN(C(C)=O)c1c(SC)c(C#N)c(C(F)(F)F)c2nsnc12,2.59451483,-8.5760478,-0.8192931,366.88
169,BTZ-Neutral-wb97xd-1169,CCOCN(C(C)=O)c1c(SC)c(C#N)c(C#N)c2nsnc12,2.797964,-8.8402569,-0.83191854,365.58
170,BTZ-Neutral-wb97xd-1170,CCOCN(C(C)=O)c1c(SC)c(C#N)c(OC)c2nsnc12,2.13504677,-8.3853057,-0.81104847,352.9
171,BTZ-Neutral-wb97xd-1171,CCOCN(C(C)=O)c1c(SC)c(C#N)c(OC(F)(F)F)c2nsnc12,2.53927853,-8.7891021,-0.69034491,335.74
172,BTZ-Neutral-wb97xd-1172,CCOCN(C(C)=O)c1c(SC)c(C#N)c(SC)c2nsnc12,2.32546235,-8.3956455,-0.84726498,384.84
173,BTZ-Neutral-wb97xd-1173,CCOCN(C(C)=O)c1c(SC)c(C#N)c(SC(F)(F)F)c2nsnc12,2.61878615,-8.786109,-0.74441118,352.33
174,BTZ-Neutral-wb97xd-1174,CCOCN(C(C)=O)c1c(SC)c(C#N)c(Br)c2nsnc12,2.44600265,-8.6791737,-0.79001514,343.33
175,BTZ-Neutral-wb97xd-1175,CCOCN(C(C)=O)c1c(SC)c(C#N)c(N(C)C)c2nsnc12,1.98675227,-7.6359423,-0.92331693,408.61
176,BTZ-Neutral-wb97xd-1176,CCOCN(C(C)=O)c1c(SC)c(C#N)c([N+](=O)[O-])c2nsnc12,3.00135875,-8.8465152,-0.83621772,364.46
177,BTZ-Neutral-wb97xd-1177,CCOCN(C(C)=O)c1c(SC)c(C#N)c(S(=O)(=O)N(C)C)c2nsnc12,2.58194381,-8.587476,-1.05974787,365.62
178,BTZ-Neutral-wb97xd-1178,CCOCN(C(C)=O)c1c(SC)c(OC)c(C)c2nsnc12,1.74564446,-7.9885839,-0.72520092,343.95
179,BTZ-Neutral-wb97xd-1179,CCOCN(C(C)=O)c1c(SC)c(OC)c(C(F)(F)F)c2nsnc12,2.06106278,-8.3466675,-0.77779785,344.67
180,BTZ-Neutral-wb97xd-1180,CCOCN(C(C)=O)c1c(SC)c(OC)c(C#N)c2nsnc12,2.24513843,-8.5161858,-0.91139895,351.39
181,BTZ-Neutral-wb97xd-1181,CCOCN(C(C)=O)c1c(SC)c(OC)c(OC)c2nsnc12,1.8766334,-8.2661259,-0.72873822,347.24
182,BTZ-Neutral-wb97xd-1182,CCOCN(C(C)=O)c1c(SC)c(OC)c(OC(F)(F)F)c2nsnc12,2.03703635,-8.4293859,-0.67532499,328
183,BTZ-Neutral-wb97xd-1183,CCOCN(C(C)=O)c1c(SC)c(OC)c(SC)c2nsnc12,1.86569498,-8.1273549,-0.8372517,351.12
184,BTZ-Neutral-wb97xd-1184,CCOCN(C(C)=O)c1c(SC)c(OC)c(SC(F)(F)F)c2nsnc12,2.12122409,-8.1001449,-0.75499587,356.49
185,BTZ-Neutral-wb97xd-1185,CCOCN(C(C)=O)c1c(SC)c(OC)c(Br)c2nsnc12,1.9729568,-8.356191,-0.72283365,342.36
186,BTZ-Neutral-wb97xd-1186,CCOCN(C(C)=O)c1c(SC)c(OC)c(N(C)C)c2nsnc12,1.76175278,-7.4792127,-0.71219454,422.3
187,BTZ-Neutral-wb97xd-1187,CCOCN(C(C)=O)c1c(SC)c(OC)c([N+](=O)[O-])c2nsnc12,2.3141702,-8.3333346,-0.8451426,362.39
188,BTZ-Neutral-wb97xd-1188,CCOCN(C(C)=O)c1c(SC)c(OC)c(S(=O)(=O)N(C)C)c2nsnc12,2.14454306,-8.3319741,-1.11386856,352.01
189,BTZ-Neutral-wb97xd-1189,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(C)c2nsnc12,1.9084691,-8.1719793,-0.70626276,343.98
190,BTZ-Neutral-wb97xd-1190,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(C(F)(F)F)c2nsnc12,2.33697218,-8.6116929,-0.71023542,342.08
191,BTZ-Neutral-wb97xd-1191,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(C#N)c2nsnc12,2.51024546,-8.3891151,-0.71619441,376.53
192,BTZ-Neutral-wb97xd-1192,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(OC)c2nsnc12,2.03153993,-8.3820405,-0.61233384,347.23
193,BTZ-Neutral-wb97xd-1193,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.32361207,-8.6886972,-0.56920599,330.07
194,BTZ-Neutral-wb97xd-1194,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(SC)c2nsnc12,2.12013569,-8.3678913,-0.73584003,361.74
195,BTZ-Neutral-wb97xd-1195,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(SC(F)(F)F)c2nsnc12,2.31890474,-8.6250258,-0.71203128,342.91
196,BTZ-Neutral-wb97xd-1196,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(Br)c2nsnc12,2.22494861,-8.2250388,-0.61638813,359.04
197,BTZ-Neutral-wb97xd-1197,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(N(C)C)c2nsnc12,1.95015482,-7.5265581,-0.74386698,425.35
198,BTZ-Neutral-wb97xd-1198,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c([N+](=O)[O-])c2nsnc12,2.54787689,-8.6682897,-0.82748331,360.69
199,BTZ-Neutral-wb97xd-1199,CCOCN(C(C)=O)c1c(SC)c(OC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,2.36309378,-8.6187675,-0.98421291,345.44
200,BTZ-Neutral-wb97xd-1200,CCOCN(C(C)=O)c1c(SC)c(SC)c(C)c2nsnc12,1.92474068,-8.0566089,-0.72201735,341.55
201,BTZ-Neutral-wb97xd-1201,CCOCN(C(C)=O)c1c(SC)c(SC)c(C(F)(F)F)c2nsnc12,2.3258705,-8.2487115,-0.69200472,372.76
202,BTZ-Neutral-wb97xd-1202,CCOCN(C(C)=O)c1c(SC)c(SC)c(C#N)c2nsnc12,2.39291594,-8.3820405,-0.89227032,386.92
203,BTZ-Neutral-wb97xd-1203,CCOCN(C(C)=O)c1c(SC)c(SC)c(OC)c2nsnc12,2.02416602,-7.831038,-0.75749919,382.4
204,BTZ-Neutral-wb97xd-1204,CCOCN(C(C)=O)c1c(SC)c(SC)c(OC(F)(F)F)c2nsnc12,2.19507203,-8.3458512,-0.61687791,345.39
205,BTZ-Neutral-wb97xd-1205,CCOCN(C(C)=O)c1c(SC)c(SC)c(SC)c2nsnc12,2.00128241,-7.9483131,-0.78144399,382.59
206,BTZ-Neutral-wb97xd-1206,CCOCN(C(C)=O)c1c(SC)c(SC)c(SC(F)(F)F)c2nsnc12,2.2243772,-8.0832747,-0.68748786,383.52
207,BTZ-Neutral-wb97xd-1207,CCOCN(C(C)=O)c1c(SC)c(SC)c(Br)c2nsnc12,2.09665346,-8.0952471,-0.75230208,364.06
208,BTZ-Neutral-wb97xd-1208,CCOCN(C(C)=O)c1c(SC)c(SC)c(N(C)C)c2nsnc12,1.93290368,-7.2740493,-0.78046443,448.32
209,BTZ-Neutral-wb97xd-1209,CCOCN(C(C)=O)c1c(SC)c(SC)c([N+](=O)[O-])c2nsnc12,2.3740322,-8.4563238,-0.75994809,357.87
210,BTZ-Neutral-wb97xd-1210,CCOCN(C(C)=O)c1c(SC)c(SC)c(S(=O)(=O)N(C)C)c2nsnc12,2.15169929,-8.2062639,-0.96064905,364.48
211,BTZ-Neutral-wb97xd-1211,CCOCN(C(C)=O)c1c(SC)c(SC(F)(F)F)c(C)c2nsnc12,2.1065579,-8.2329297,-0.72065685,351
212,BTZ-Neutral-wb97xd-1212,CCOCN(C(C)=O)c1c(SC)c(SC(F)(F)F)c(C(F)(F)F)c2nsnc12,2.45155349,-8.5238046,-0.8005182,355.13
213,BTZ-Neutral-wb97xd-1213,CCOCN(C(C)=O)c1c(SC)c(SC(F)(F)F)c(C#N)c2nsnc12,2.57843372,-8.3186412,-0.76397517,397.81
214,BTZ-Neutral-wb97xd-1214,CCOCN(C(C)=O)c1c(SC)c(SC(F)(F)F)c(OC)c2nsnc12,2.06367494,-8.2598676,-0.67543383,363.07
215,BTZ-Neutral-wb97xd-1215,CCOCN(C(C)=O)c1c(SC)c(SC(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.35792388,-8.3956455,-0.70931028,355.41
216,BTZ-Neutral-wb97xd-1216,CCOCN(C(C)=O)c1c(SC)c(SC(F)(F)F)c(SC)c2nsnc12,2.21637746,-8.0816421,-0.78196098,383.94
217,BTZ-Neutral-wb97xd-1217,CCOCN(C(C)=O)c1c(SC)c(SC(F)(F)F)c(SC(F)(F)F)c2nsnc12,2.4447782,-8.3014989,-0.73556793,380.9
218,BTZ-Neutral-wb97xd-1218,CCOCN(C(C)=O)c1c(SC)c(SC(F)(F)F)c(Br)c2nsnc12,2.2358054,-8.4454398,-0.72109221,349.52
219,BTZ-Neutral-wb97xd-1219,CCOCN(C(C)=O)c1c(SC)c(SC(F)(F)F)c(N(C)C)c2nsnc12,1.94060411,-7.6174395,-0.78440988,417.47
220,BTZ-Neutral-wb97xd-1220,CCOCN(C(C)=O)c1c(SC)c(SC(F)(F)F)c([N+](=O)[O-])c2nsnc12,2.58961703,-8.4429909,-0.7221534,370.75
221,BTZ-Neutral-wb97xd-1221,CCOCN(C(C)=O)c1c(SC)c(SC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,2.43079226,-8.3474838,-1.04252394,367.76
222,BTZ-Neutral-wb97xd-1222,CCOCN(C(C)=O)c1c(SC)c(N(C)C)c(C)c2nsnc12,1.78488128,-7.6574382,-0.69238566,378.48
223,BTZ-Neutral-wb97xd-1223,CCOCN(C(C)=O)c1c(SC)c(N(C)C)c(C(F)(F)F)c2nsnc12,2.12440766,-8.067765,-0.79295382,393.69
224,BTZ-Neutral-wb97xd-1224,CCOCN(C(C)=O)c1c(SC)c(N(C)C)c(C#N)c2nsnc12,2.24494796,-7.9216473,-0.86612151,400.86
225,BTZ-Neutral-wb97xd-1225,CCOCN(C(C)=O)c1c(SC)c(N(C)C)c(OC)c2nsnc12,1.79576528,-7.5850596,-0.75856038,390.21
226,BTZ-Neutral-wb97xd-1226,CCOCN(C(C)=O)c1c(SC)c(N(C)C)c(OC(F)(F)F)c2nsnc12,2.15137277,-8.0119845,-0.73986711,380.88
227,BTZ-Neutral-wb97xd-1227,CCOCN(C(C)=O)c1c(SC)c(N(C)C)c(SC)c2nsnc12,1.86882413,-7.6277793,-0.84353721,404.61
228,BTZ-Neutral-wb97xd-1228,CCOCN(C(C)=O)c1c(SC)c(N(C)C)c(SC(F)(F)F)c2nsnc12,2.08745648,-7.9140285,-0.66988299,383.83
229,BTZ-Neutral-wb97xd-1229,CCOCN(C(C)=O)c1c(SC)c(N(C)C)c(Br)c2nsnc12,1.93791032,-7.8579759,-0.86650245,387.65
230,BTZ-Neutral-wb97xd-1230,CCOCN(C(C)=O)c1c(SC)c(N(C)C)c(N(C)C)c2nsnc12,1.69620389,-7.6383912,-0.78794718,386.39
231,BTZ-Neutral-wb97xd-1231,CCOCN(C(C)=O)c1c(SC)c(N(C)C)c([N+](=O)[O-])c2nsnc12,2.22244529,-8.0245011,-0.92971128,416.75
232,BTZ-Neutral-wb97xd-1232,CCOCN(C(C)=O)c1c(SC)c(N(C)C)c(S(=O)(=O)N(C)C)c2nsnc12,2.04979784,-7.9216473,-1.0881279,383.72
233,BTZ-Neutral-wb97xd-1233,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C)c(C)c2nsnc12,2.00177219,-8.4984993,-0.66765177,340.77
234,BTZ-Neutral-wb97xd-1234,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C)c(C(F)(F)F)c2nsnc12,2.33966597,-9.0851469,-0.57486567,311.46
235,BTZ-Neutral-wb97xd-1235,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C)c(C#N)c2nsnc12,2.42330951,-8.9471922,-0.77026068,339.11
236,BTZ-Neutral-wb97xd-1236,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C)c(OC)c2nsnc12,2.02231574,-8.4772755,-0.636714,345.89
237,BTZ-Neutral-wb97xd-1237,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C)c(OC(F)(F)F)c2nsnc12,2.17684133,-8.8816161,-0.6261021,322.78
238,BTZ-Neutral-wb97xd-1238,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C)c(SC)c2nsnc12,2.09945609,-8.3219064,-0.69584133,357.5
239,BTZ-Neutral-wb97xd-1239,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C)c(SC(F)(F)F)c2nsnc12,2.32048292,-9.0407946,-0.65469981,317.28
240,BTZ-Neutral-wb97xd-1240,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C)c(Br)c2nsnc12,2.14876061,-8.6960439,-0.65635962,338.81
241,BTZ-Neutral-wb97xd-1241,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C)c(N(C)C)c2nsnc12,1.95393701,-7.7387961,-0.76302282,406.71
242,BTZ-Neutral-wb97xd-1242,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C)c([N+](=O)[O-])c2nsnc12,2.46230144,-9.1134453,-0.75793455,332.53
243,BTZ-Neutral-wb97xd-1243,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C)c(S(=O)(=O)N(C)C)c2nsnc12,2.34265907,-8.9809326,-1.01117802,315.1
244,BTZ-Neutral-wb97xd-1244,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C(F)(F)F)c(C)c2nsnc12,2.20258199,-8.9749464,-0.67350192,321.87
245,BTZ-Neutral-wb97xd-1245,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c2nsnc12,2.66746484,-9.3950688,-0.64221042,317.12
246,BTZ-Neutral-wb97xd-1246,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C(F)(F)F)c(C#N)c2nsnc12,2.82775895,-9.1273224,-0.73975827,341.88
247,BTZ-Neutral-wb97xd-1247,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C(F)(F)F)c(OC)c2nsnc12,2.1209792,-8.6252979,-0.73978548,346.8
248,BTZ-Neutral-wb97xd-1248,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.55481544,-9.1637838,-0.52572441,310.99
249,BTZ-Neutral-wb97xd-1249,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C(F)(F)F)c(SC)c2nsnc12,2.31044243,-8.6386308,-0.70781373,368.33
250,BTZ-Neutral-wb97xd-1250,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C(F)(F)F)c(SC(F)(F)F)c2nsnc12,2.53993157,-9.0361689,-0.58792647,337.49
251,BTZ-Neutral-wb97xd-1251,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C(F)(F)F)c(Br)c2nsnc12,2.52877547,-8.9825652,-0.65948877,333.47
252,BTZ-Neutral-wb97xd-1252,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C(F)(F)F)c(N(C)C)c2nsnc12,2.13118295,-7.75485,-0.6797058,418.14
253,BTZ-Neutral-wb97xd-1253,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C(F)(F)F)c([N+](=O)[O-])c2nsnc12,2.73959855,-9.1648722,-0.64204716,337.41
254,BTZ-Neutral-wb97xd-1254,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,2.62711241,-9.0182103,-0.89605251,335.61
255,BTZ-Neutral-wb97xd-1255,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C#N)c(C)c2nsnc12,2.34372026,-9.0715419,-0.80389224,317.19
256,BTZ-Neutral-wb97xd-1256,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C#N)c(C(F)(F)F)c2nsnc12,2.82310604,-9.3839127,-0.71831679,325.81
257,BTZ-Neutral-wb97xd-1257,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C#N)c(C#N)c2nsnc12,2.88329456,-9.4222788,-0.77940324,341.07
258,BTZ-Neutral-wb97xd-1258,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C#N)c(OC)c2nsnc12,2.38244009,-8.5703337,-0.80721186,351.84
259,BTZ-Neutral-wb97xd-1259,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C#N)c(OC(F)(F)F)c2nsnc12,2.64381935,-9.2609235,-0.65480865,321.82
260,BTZ-Neutral-wb97xd-1260,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C#N)c(SC)c2nsnc12,2.42145923,-8.5061181,-0.80612346,382.96
261,BTZ-Neutral-wb97xd-1261,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C#N)c(SC(F)(F)F)c2nsnc12,2.77151588,-9.2211969,-0.63660516,329.12
262,BTZ-Neutral-wb97xd-1262,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C#N)c(Br)c2nsnc12,2.6298062,-8.9526342,-0.65265906,346.81
263,BTZ-Neutral-wb97xd-1263,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C#N)c(N(C)C)c2nsnc12,2.22426836,-7.8081816,-0.83556468,410.11
264,BTZ-Neutral-wb97xd-1264,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C#N)c([N+](=O)[O-])c2nsnc12,3.02421515,-9.5003715,-0.86386308,338.82
265,BTZ-Neutral-wb97xd-1265,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(C#N)c(S(=O)(=O)N(C)C)c2nsnc12,2.71832033,-9.1599744,-1.01028009,336.47
266,BTZ-Neutral-wb97xd-1266,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c(C)c2nsnc12,2.09085773,-8.546661,-0.68386893,339.64
267,BTZ-Neutral-wb97xd-1267,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c(C(F)(F)F)c2nsnc12,2.3892698,-9.0097752,-0.74996202,321.24
268,BTZ-Neutral-wb97xd-1268,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c(C#N)c2nsnc12,2.5024634,-8.9254242,-0.74345883,347.13
269,BTZ-Neutral-wb97xd-1269,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c(OC)c2nsnc12,1.98133748,-8.3795916,-0.74860152,348.27
270,BTZ-Neutral-wb97xd-1270,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c(OC(F)(F)F)c2nsnc12,2.20337108,-8.9648787,-0.72691515,320.08
271,BTZ-Neutral-wb97xd-1271,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c(SC)c2nsnc12,2.14103297,-8.2753773,-0.71298363,365.91
272,BTZ-Neutral-wb97xd-1272,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c(SC(F)(F)F)c2nsnc12,2.36257679,-8.7787623,-0.5733147,343.42
273,BTZ-Neutral-wb97xd-1273,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c(Br)c2nsnc12,2.24160113,-8.7335937,-0.6244695,332.27
274,BTZ-Neutral-wb97xd-1274,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c(N(C)C)c2nsnc12,1.97200445,-7.5804339,-0.70090239,433.29
275,BTZ-Neutral-wb97xd-1275,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c([N+](=O)[O-])c2nsnc12,2.59859633,-8.9904561,-0.65410119,353.55
276,BTZ-Neutral-wb97xd-1276,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC)c(S(=O)(=O)N(C)C)c2nsnc12,2.24562821,-8.903112,-1.07177469,322.63
277,BTZ-Neutral-wb97xd-1277,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC(F)(F)F)c(C)c2nsnc12,2.15493728,-8.8285566,-0.62384367,327.63
278,BTZ-Neutral-wb97xd-1278,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC(F)(F)F)c(C(F)(F)F)c2nsnc12,2.53432631,-9.2337135,-0.60498714,311.91
279,BTZ-Neutral-wb97xd-1279,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC(F)(F)F)c(C#N)c2nsnc12,2.68988588,-9.3262275,-0.6446049,326.55
280,BTZ-Neutral-wb97xd-1280,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC(F)(F)F)c(OC)c2nsnc12,2.21681282,-8.5923738,-0.69369174,346.27
281,BTZ-Neutral-wb97xd-1281,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC(F)(F)F)c(OC(F)(F)F)c2nsnc12,2.42839778,-9.3613284,-0.58613061,304.17
282,BTZ-Neutral-wb97xd-1282,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC(F)(F)F)c(SC)c2nsnc12,2.3786579,-8.6127813,-0.66914832,356.97
283,BTZ-Neutral-wb97xd-1283,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC(F)(F)F)c(SC(F)(F)F)c2nsnc12,2.51236784,-9.1490904,-0.5942664,326.09
284,BTZ-Neutral-wb97xd-1284,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC(F)(F)F)c(Br)c2nsnc12,2.41016708,-8.8380801,-0.59551806,339.17
285,BTZ-Neutral-wb97xd-1285,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC(F)(F)F)c(N(C)C)c2nsnc12,2.03728124,-7.6367586,-0.68585526,425.62
286,BTZ-Neutral-wb97xd-1286,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC(F)(F)F)c([N+](=O)[O-])c2nsnc12,2.86748555,-9.1433763,-0.62436066,348.33
287,BTZ-Neutral-wb97xd-1287,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(OC(F)(F)F)c(S(=O)(=O)N(C)C)c2nsnc12,2.5443668,-9.0753513,-0.84865269,328.54
288,BTZ-Neutral-wb97xd-1288,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC)c(C)c2nsnc12,2.0643824,-8.3801358,-0.6745359,342.79
289,BTZ-Neutral-wb97xd-1289,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC)c(C(F)(F)F)c2nsnc12,2.39555531,-8.5831224,-0.6614751,356.65
290,BTZ-Neutral-wb97xd-1290,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC)c(C#N)c2nsnc12,2.60373902,-8.5401306,-0.70394991,375.69
291,BTZ-Neutral-wb97xd-1291,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC)c(OC)c2nsnc12,2.11488416,-8.0440923,-0.74645193,374.97
292,BTZ-Neutral-wb97xd-1292,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC)c(OC(F)(F)F)c2nsnc12,2.37386894,-8.4914247,-0.568689,349.11
293,BTZ-Neutral-wb97xd-1293,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC)c(SC)c2nsnc12,2.26358681,-8.0070867,-0.68620899,394.33
294,BTZ-Neutral-wb97xd-1294,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC)c(SC(F)(F)F)c2nsnc12,2.4502202,-8.4451677,-0.63755751,371.53
295,BTZ-Neutral-wb97xd-1295,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC)c(Br)c2nsnc12,2.26353239,-8.4353721,-0.71409924,352.2
296,BTZ-Neutral-wb97xd-1296,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC)c(N(C)C)c2nsnc12,2.04449189,-7.5009807,-0.62395251,440.92
297,BTZ-Neutral-wb97xd-1297,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC)c([N+](=O)[O-])c2nsnc12,2.51046314,-8.8448826,-0.68672598,343.55
298,BTZ-Neutral-wb97xd-1298,CCOCN(C(C)=O)c1c(SC(F)(F)F)c(SC)c(S(=O)(=O)N(C)C)c2nsnc12,2.35400564,-8.4707451,-0.90897726,361.01
